"Allele","Ear","Quad_pval","Lin_inc_pval","Lin_dec_pval","Category"
"R101B03","X421-4x402_inference.xml",0.401415473884835,0.784226604026003,0.215773395973997,""
"R101B03","X421-5x402_inference.xml",0.588293563802379,0.228256305319678,0.771743694680322,""
"R101B03","Y34-1x1_inference.xml",0.252819162198218,0.764621695553515,0.235378304446485,""
"R101B03","Y34-2x1_inference.xml",0.211056264699663,0.429218269306724,0.570781730693276,""
"R101B03","Y34-3x1_inference.xml",0.542658743474408,0.773775537075618,0.226224462924382,""
"R101B03","Y34-5x1_inference.xml",0.950921943872388,0.544316486319778,0.455683513680222,""
"R101B03","Y34-6x1_inference.xml",0.763906969170103,0.347472897430291,0.652527102569709,""
"R102H01","A15-2x102_inference.xml",0.316980703661301,0.722430550962095,0.277569449037905,""
"R102H01","A15-3x102_inference.xml",0.320318758910673,0.782639772756714,0.217360227243286,""
"R102H01","A15-4x102_inference.xml",0.203996596094693,0.285497077000663,0.714502922999337,""
"R102H01","B562-1x2_inference.xml",0.828958763201922,0.495715015015982,0.504284984984018,""
"R102H01","B562-2x2_inference.xml",0.0813340610509724,0.0241753300247182,0.975824669975282,"IncLin"
"R102H01","B562-4x2_inference.xml",0.146563789776772,0.940378241886745,0.0596217581132547,""
"R102H01","B756-2x2_inference.xml",0.783102005955121,0.708518772554013,0.291481227445987,""
"R102H01","X422-1x402_inference.xml",0.951149022334394,0.451076015972526,0.548923984027474,""
"R102H01","X422-2x402_inference.xml",0.473785948372544,0.450298737475015,0.549701262524985,""
"R102H01","X422-4x402_inference.xml",0.939129214523634,0.641414402664135,0.358585597335865,""
"R102H01","Y24-1x1.xml",0.642907255918583,0.281961030011788,0.718038969988212,""
"R102H01","Y24-2x1_inference.xml",0.85277236530033,0.712735611745726,0.287264388254274,""
"R102H01","Y24-3x1_inference.xml",0.685189940519517,0.673142726432004,0.326857273567996,""
"R102H01","Y24-4x1_inference.xml",0.635392436577594,0.409434216394908,0.590565783605092,""
"R102H01","Y24-5x1_inference.xml",0.805566899736976,0.590755244297264,0.409244755702736,""
"R102H01","Y270-3x1_inference.xml",0.197379871607449,0.0327099852001494,0.967290014799851,"IncLin"
"R102H01","Z88-1x1_inference.xml",0.181445955951963,0.615221018019687,0.384778981980313,""
"R102H01","Z88-3x1_inference.xml",0.390758653666854,0.460861488544353,0.539138511455647,""
"R102H01","Z88-4x1_inference.xml",0.0181830826480346,0.889998255964749,0.110001744035251,"TrueQuad"
"R103E04","A16-1x102_inference.xml",0.102254768538213,0.963171730894078,0.0368282691059224,"DecLin"
"R103E04","A16-2x102_inference.xml",0.728213116158183,0.404248602582492,0.595751397417508,""
"R103E04","A16-4x102_inference.xml",0.777472561689083,0.339954867528668,0.660045132471332,""
"R103E04","X423-2x402_inference.xml",0.148562775262189,0.0461272038523983,0.953872796147602,"IncLin"
"R103E04","Y86-1x1_inference.xml",0.908377576459627,0.609814140379286,0.390185859620714,""
"R103E04","Y86-2x1.xml",0.606084646280783,0.314876420640901,0.685123579359099,""
"R103E04","Y86-3x1_rescan_inference.xml",0.750056125572319,0.649850525942907,0.350149474057093,""
"R103E04","Y86-4x1.xml",0.00196188389133374,0.000385072054249737,0.99961492794575,"IncLin"
"R103E04","Y86-5x1_inference.xml",0.801029123749482,0.396349315017922,0.603650684982078,""
"R103E04","Y86G-1x1.xml",0.412882375980765,0.653891928044088,0.346108071955912,""
"R103E04","Y86G-2x1.xml",0.435604874916251,0.755909413848313,0.244090586151687,""
"R106E07","Y89-11x1_inference.xml",0.018713556572196,0.98137778425084,0.0186222157491599,"DecLin"
"R106E07","Y89-2x1_inference.xml",0.0224116400496143,0.33881535475603,0.66118464524397,"TrueQuad"
"R106E07","Y89-3x1_inference.xml",0.856633353835377,0.714173387286206,0.285826612713794,""
"R106E07","Y89-4x1_inference.xml",0.36597982484059,0.499980527228559,0.500019472771442,""
"R106E07","Y89-6x1_inference.xml",0.069899804481788,0.734864848613904,0.265135151386096,""
"R106E07","Y89-7x1_inference.xml",0.0928437742244811,0.327147665734676,0.672852334265324,""
"R106E07","Y89-8x1_inference.xml",0.333154960932832,0.30232942118996,0.69767057881004,""
"R106F04","X426-1x402_inference.xml",0.65471597186268,0.570390838408912,0.429609161591088,""
"R106F04","X426L-2x402_inference.xml",0.339605282151962,0.112612831737365,0.887387168262635,""
"R106F04","Y37-1x1.xml",0.391890846646373,0.914744922679088,0.0852550773209125,""
"R106F04","Y37-3x1_inference.xml",0.778809385116064,0.581380015625199,0.418619984374801,""
"R106F04","Y37-4x1_inference.xml",0.288306630129674,0.663169597471621,0.336830402528379,""
"R106F04","Y37-5x1.xml",0.0922842305941728,0.898008360764331,0.101991639235669,""
"R106F04","Y37-6x1_inference.xml",0.604404920407104,0.281885319018411,0.718114680981589,""
"R106G12","X427-2x402_inference.xml",0.996318398479611,0.490510474040863,0.509489525959137,""
"R106G12","X427-3x402_inference.xml",0.320073289624263,0.831482290389849,0.168517709610151,""
"R106G12","X427L-1x402_inference.xml",0.00995292306011102,0.278705507829117,0.721294492170883,"TrueQuad"
"R106G12","Y50G-1x1_inference.xml",0.265542378159194,0.325072824625115,0.674927175374884,""
"R106G12","Y50G-2x1_inference.xml",0.193006910716008,0.179067789177506,0.820932210822494,""
"R106G12","Y50G-3x1_inference.xml",0.939524295104242,0.499767671182756,0.500232328817244,""
"R106G12","Y50G-4x1_inference.xml",0.698182364643703,0.195732216784799,0.804267783215201,""
"R106G12","Y50G-5x1_inference.xml",0.457305553992872,0.849342542168009,0.150657457831991,""
"R106G12","Y50G-6x1_inference.xml",0.351167140671997,0.123044070356822,0.876955929643177,""
"R106G12","Y50G-7x1_inference.xml",0.255337378891039,0.895399132298254,0.104600867701747,""
"R107C12","B540-1x2_inference.xml",0.0194144584973837,0.99577733740225,0.0042226625977495,"DecLin"
"R107C12","B540-2x2_inference.xml",0.626831613128036,0.337904235267837,0.662095764732163,""
"R107C12","B540-3x2_inference.xml",0.721847189129546,0.213341107208826,0.786658892791174,""
"R107C12","X498-2x402_inference.xml",0.19264653166579,0.394799373448052,0.605200626551948,""
"R107C12","X498-3x402_inference.xml",0.479158202410879,0.384868699274127,0.615131300725873,""
"R107C12","X498-4x402_inference.xml",0.697880944835173,0.583714213377931,0.416285786622069,""
"R107C12","X498-5x402_inference.xml",0.00163009497851914,0.00102546439573446,0.998974535604266,"IncLin"
"R107C12","X498L-2x403_inference.xml",0.123784043844795,0.677656977750498,0.322343022249502,""
"R107C12","Y88-1x1_inference.xml",0.166261534716474,0.842252856906632,0.157747143093368,""
"R107C12","Y88-3x1_inference.xml",0.939965300488764,0.639670245430902,0.360329754569098,""
"R107C12","Y88-4x1_inference.xml",0.656978389248235,0.547766675126359,0.452233324873641,""
"R12H07","X429-1x402_inference.xml",0.955253908939441,0.378796512465988,0.621203487534012,""
"R12H07","X429-2x402_inference.xml",0.746487218556804,0.281507515139783,0.718492484860217,""
"R12H07","X429L-1x402_inference.xml",0.431179284585637,0.509033549973242,0.490966450026758,""
"R12H07","Y59-2x1_inference.xml",0.728150923653829,0.791755809153765,0.208244190846235,""
"R12H07","Y59-4x1_inference.xml",0.065400667777463,0.0292806809792712,0.970719319020729,"IncLin"
"R23D05","X432-1x402_inference.xml",0.302882685827267,0.365217612834378,0.634782387165622,""
"R23D05","X432-2x402_inference.xml",0.0771980451023263,0.290276711048289,0.709723288951711,""
"R23D05","X432-5x402_inference.xml",0.200119567500441,0.0809792380309474,0.919020761969053,""
"R23D05","X432L-3x402_inference.xml",0.447656703237257,0.104988800259324,0.895011199740676,""
"R23D05","Y20-2x1_inference.xml",0.293643991129636,0.724419226971799,0.275580773028201,""
"R23D05","Y20-3x1_inference.xml",0.356362050951572,0.739446305072811,0.260553694927189,""
"R23D05","Y20-4x1_inference.xml",0.823108589975611,0.68124220437624,0.31875779562376,""
"R23D05","Y20-5x1_inference.xml",0.958457762292217,0.404908906453183,0.595091093546817,""
"R24D03","B777A-2x2_inference.xml",0.757434953151983,0.223493479221895,0.776506520778105,""
"R24D03","B777B-3x2.xml",0.923858842850871,0.406454340781697,0.593545659218303,""
"R24D03","X433-2x402_inference.xml",0.596310604146673,0.270703722108268,0.729296277891732,""
"R24D03","X433-3x402_inference.xml",0.561789596604188,0.46812475982669,0.53187524017331,""
"R24D03","X433-5x402_inference.xml",0.84906035257669,0.708058123219978,0.291941876780022,""
"R24D03","Y49-_5x1_inference.xml",0.119890059098581,0.653846561077289,0.346153438922711,""
"R24D03","Y49-1x1_inference.xml",0.473639273656963,0.831623241461594,0.168376758538406,""
"R24D03","Y49-3x1_inference.xml",0.781986865458493,0.266599769217223,0.733400230782777,""
"R24D03","Y49-4x1_inference.xml",0.0585763764475648,0.0114409688080118,0.988559031191988,"IncLin"
"R24D03","Y49G-1x1_inference.xml",0.601450803899666,0.265968164225069,0.734031835774931,""
"R24D03","Y49G-2x1_inference.xml",0.953892802836761,0.531076431789618,0.468923568210382,""
"R26G07","X434-1x402.xml",0.268157073139457,0.0674326849370102,0.93256731506299,""
"R26G07","X434-3x402_inference.xml",0.760542010650537,0.772509727762318,0.227490272237682,""
"R26G07","X434L-1x402_inference.xml",0.405904767011611,0.0930925022698504,0.90690749773015,""
"R26G07","Y66-10x1_inference.xml",0.428461521685767,0.897751065012307,0.102248934987693,""
"R26G07","Y66-2x1_inference.xml",0.68154819728018,0.212308777033748,0.787691222966252,""
"R26G07","Y66-3x1_inference.xml",0.716560572175743,0.566846315023851,0.433153684976149,""
"R26G07","Y66-6x1_inference.xml",0.200118823101735,0.360268496468454,0.639731503531546,""
"R26G07","Y66-7x1_inference.xml",0.919294318468552,0.479066964292285,0.520933035707715,""
"R26G07","Y66-9x1_inference.xml",0.598986733569825,0.5415595100872,0.4584404899128,""
"R26G07","Y67-1x1_inference.xml",0.495723598051616,0.709135677575272,0.290864322424728,""
"R26G07","Y67G-1x1_inference.xml",0.134664072711176,0.862469736927695,0.137530263072305,""
"R26G07","Y67G-2x1_inference.xml",0.607867919151081,0.547193250323538,0.452806749676462,""
"R27E01","X435-1x402_inference.xml",0.522652015510492,0.122481067287063,0.877518932712937,""
"R27E01","X435-5x402_inference.xml",0.101596653697481,0.0595552350880017,0.940444764911998,""
"R27E01","X435L-2x402_inference.xml",0.868867749489795,0.689393516397338,0.310606483602662,""
"R27E01","Y32-1x1_inference.xml",0.455657961972777,0.10698965755919,0.89301034244081,""
"R27E01","Y32-2x1_inference.xml",0.420538698225764,0.90720829930327,0.0927917006967303,""
"R27E01","Y32-3x1_inference.xml",0.857528220672025,0.303160720842489,0.696839279157511,""
"R27E01","Y32-5x1_inference.xml",0.0215653622963266,0.992015864767728,0.00798413523227162,"DecLin"
"R27E01","Y32-6x1_inference.xml",0.913969637600885,0.63833569639041,0.36166430360959,""
"R27E01","Y33-1x1_inference.xml",0.543880877234817,0.617212567657406,0.382787432342594,""
"R31B01","X437-1x402_inference.xml",0.965260228488993,0.555595046857423,0.444404953142577,""
"R31B01","X437-2x402_inference.xml",0.972903634464698,0.48885492651612,0.51114507348388,""
"R31B01","X437-3x402_inference.xml",0.941476188710456,0.381820492578598,0.618179507421402,""
"R31B01","Y40-1x1_inference.xml",0.883176738185745,0.308837947643517,0.691162052356483,""
"R31B01","Y40-2x1_inference.xml",0.0450038223634815,0.00587317020263802,0.994126829797362,"IncLin"
"R31B01","Y40-3x1_inference.xml",0.109247441607486,0.219829851119029,0.780170148880971,""
"R31B01","Y40-5x1_inference.xml",0.604330034011934,0.784612022177707,0.215387977822293,""
"R31H05","X439-1x402_inference.xml",0.0742903318356577,0.12486145835683,0.87513854164317,""
"R31H05","X439-3x402_inference.xml",0.58748645155584,0.341078560505373,0.658921439494627,""
"R31H05","Y62-1x1_inference.xml",0.97609369272876,0.588067605009324,0.411932394990676,""
"R31H05","Y62-2x1_inference.xml",0.00128034334129592,0.99986791716898,0.000132082831019495,"DecLin"
"R31H05","Y62-3x1_inference.xml",0.172855909131404,0.0847704241698945,0.915229575830106,""
"R32B05","X487A-1x402_inference.xml",0.31826230621956,0.0743073892831403,0.92569261071686,""
"R32B05","Y17-1x1_inference.xml",0.59541907393503,0.282829334359457,0.717170665640543,""
"R32B05","Y17-2x1_inference.xml",0.542836873546324,0.3704235576866,0.6295764423134,""
"R32B05","Y17-3x1_inference.xml",0.727083711813038,0.208668303244876,0.791331696755124,""
"R32B05","Y17-4x1_inference.xml",0.594190391859668,0.171939563116686,0.828060436883314,""
"R32B05","Y17-5x1_inference.xml",0.981499693607822,0.477768958937283,0.522231041062716,""
"R33F03","A17-2x102_inference.xml",0.633735794889893,0.834728970207667,0.165271029792333,""
"R33F03","A17-6x102_inference.xml",0.995557128666307,0.506269508211866,0.493730491788134,""
"R33F03","B563-2x2_inference.xml",0.864706840723932,0.311099031633483,0.688900968366517,""
"R33F03","X440-1x402_inference.xml",0.634796597300429,0.820443900522753,0.179556099477247,""
"R33F03","X440L-2x402_inference.xml",0.0355700429072505,0.0435957931481189,0.956404206851881,"IncLin"
"R33F03","Y54-1x1_inference.xml",0.860465333074511,0.296635195061487,0.703364804938513,""
"R33F03","Y54-3x1.xml",0.621804993503122,0.200282346853322,0.799717653146678,""
"R33F03","Y54-6x1_inference.xml",0.822956493386446,0.362521953864511,0.637478046135489,""
"R34C11","B778A-1x2_inference.xml",0.165457002633475,0.0620291399639763,0.937970860036024,""
"R34C11","B778A-5x2_inference.xml",0.847887584617195,0.391640486206456,0.608359513793544,""
"R34C11","B778B-2x2_inference.xml",0.0282474840960262,0.323495465205644,0.676504534794356,"TrueQuad"
"R34C11","X488-1x402T_inference.xml",0.00617830922799535,0.519178754888499,0.480821245111501,"TrueQuad"
"R34C11","X488-2x402_inference.xml",0.412198631570794,0.514699566507725,0.485300433492275,""
"R34C11","Y85-1x1_inference.xml",0.326401917474076,0.0685058726228576,0.931494127377142,""
"R34C11","Y85-4x1.xml",0.79794949280006,0.248107494894377,0.751892505105623,""
"R34C11","Y85-5x1_inference.xml",0.798508040704061,0.564927204852805,0.435072795147195,""
"R34C11","Y85-6x1_inference.xml",0.0720713688865098,0.0219880271973287,0.978011972802671,"IncLin"
"R35A08","X442-1x402_inference.xml",0.512078348656251,0.60551765888548,0.39448234111452,""
"R35A08","X442-2x402_inference.xml",0.850441659567533,0.706430251271736,0.293569748728265,""
"R35A08","Y82-10x1_inference.xml",0.663873749697817,0.352847165282987,0.647152834717013,""
"R35A08","Y82-11x1_inference.xml",0.167294070207406,0.348406442966201,0.651593557033799,""
"R35A08","Y82-12x1_inference.xml",0.940421732242622,0.627109436848559,0.372890563151441,""
"R35A08","Y82-13x1_inference.xml",0.179175886551227,0.0349729802880698,0.96502701971193,"IncLin"
"R35A08","Y82-7x1_inference.xml",0.455702631470581,0.844823166395741,0.155176833604259,""
"R35A08","Y82-8x1_inference.xml",0.362316952609287,0.279458299325524,0.720541700674476,""
"R35A08","Y83-1x1_inference.xml",0.0866097578661468,0.0709862710747073,0.929013728925293,""
"R35A08","Y83-5x1_inference.xml",0.0955812203364773,0.838394176912797,0.161605823087203,""
"R37A04","Y47-1x1_inference.xml",0.962907809823038,0.560449911471759,0.439550088528241,""
"R37A04","Y47-2x1_inference.xml",0.401209224540075,0.676149277049921,0.323850722950079,""
"R37A04","Y47-3x1_inference.xml",0.528202983152083,0.707462862951147,0.292537137048853,""
"R37A04","Y47-4x1_inference.xml",0.91201550343304,0.455993319483815,0.544006680516185,""
"R37A04","Y47-5x1_inference.xml",0.863333578554531,0.685521588827904,0.314478411172096,""
"R37A04","Y48A-1x1_inference.xml",0.599884175265113,0.631538739839996,0.368461260160004,""
"R37A04","Y48A-2x1_inference.xml",0.784328787020529,0.514455985033797,0.485544014966203,""
"R37A04","Y48A-3x1_inference.xml",0.194062553932163,0.318803275033901,0.681196724966099,""
"R37A04","Y48A-4x1_inference.xml",0.437407237597564,0.119511349176996,0.880488650823004,""
"R37A04","Y48A-5x1_inference.xml",0.525526489556067,0.671080513222643,0.328919486777357,""
"R41F01","X445-1x402_inference.xml",0.840542937603813,0.275417941041144,0.724582058958856,""
"R41F01","X445-2x402_inference.xml",0.872672099051068,0.587785727630697,0.412214272369303,""
"R41F01","X445-4x402_inference.xml",0.058739434353029,0.0319248876352433,0.968075112364757,"IncLin"
"R41F01","X445L-3x402_inference.xml",0.400888945561845,0.617481015087856,0.382518984912144,""
"R41F01","Y56-2x1_inference.xml",0.742793330107084,0.783202444544486,0.216797555455514,""
"R41F01","Y56-3x1_inference.xml",0.809769007742095,0.740358380602396,0.259641619397604,""
"R41F01","Y56-4x1_inference.xml",0.0188959676355847,0.00213359628744476,0.997866403712555,"IncLin"
"R44E07","X446L-2x402_inference.xml",0.283843092196085,0.0528763693804154,0.947123630619585,""
"R44E07","Y81-1x1_inference.xml",0.827738490037775,0.574239782014467,0.425760217985533,""
"R44E07","Y81-3x1_inference.xml",0.201321993763118,0.938209219078699,0.0617907809213013,""
"R44E07","Y81-4x1_inference.xml",0.346984641337672,0.811974081641683,0.188025918358317,""
"R44E07","Y81-5x1_inference.xml",0.120618926610513,0.368201522770759,0.631798477229241,""
"R44E07","Y81-6x1_inference.xml",0.657026902678853,0.783824332287186,0.216175667712814,""
"R45E04","X489-3x402_inference.xml",0.682872962755045,0.79049750460774,0.20950249539226,""
"R45E04","X489-4x402_inference.xml",0.0537045146688428,0.011779939716833,0.988220060283167,"IncLin"
"R45E04","Y75-1x1_inference.xml",0.0328208270771174,0.995891192790242,0.00410880720975796,"DecLin"
"R45E04","Y75-2x1_inference.xml",0.168371010544615,0.877064310723127,0.122935689276873,""
"R45E04","Y75-4x1_inference.xml",0.149899321586926,0.0831369495844045,0.916863050415595,""
"R45E04","Y75-5x1_inference.xml",0.600026479880147,0.1530902360207,0.8469097639793,""
"R45E04","Y75-6x1_inference.xml",0.293646933615909,0.784056433064036,0.215943566935964,""
"R46C04","X447-1x402_inference.xml",0.775449409144172,0.545507701295253,0.454492298704747,""
"R46C04","X447-3x402_inference.xml",0.408464346733085,0.90393383947813,0.0960661605218701,""
"R46C04","X447-4x402_inference.xml",0.315709269363495,0.532010177511819,0.467989822488181,""
"R46C04","Y43-1x1_inference.xml",0.59955016110086,0.16216228371813,0.83783771628187,""
"R46C04","Y43-3x1_inference.xml",0.921695634465288,0.395286042128697,0.604713957871303,""
"R46C04","Y43-4x1_inference.xml",0.527556649209782,0.15329324669574,0.84670675330426,""
"R46C04","Y43-5x1_inference.xml",0.570992122278376,0.147208752289329,0.852791247710671,""
"R49F11","A19-1x102_inference.xml",0.720914088497187,0.795039475290557,0.204960524709443,""
"R49F11","X490-1x402_inference.xml",0.777213123636306,0.524001724272881,0.475998275727119,""
"R49F11","X490-3x402_inference.xml",0.573382365181765,0.157351954502174,0.842648045497826,""
"R49F11","X490-5x402_inference.xml",0.694362335848757,0.715099631370043,0.284900368629957,""
"R49F11","Y69-1x1_inference.xml",0.893743308453654,0.47967837475304,0.52032162524696,""
"R49F11","Y69-3x1_inference.xml",0.120975973982374,0.851405362246649,0.148594637753351,""
"R49F11","Y69-4x1_inference.xml",0.466160232714536,0.707852100734613,0.292147899265387,""
"R49F11","Y69-5x1_inference.xml",0.415963260399343,0.897708852852664,0.102291147147336,""
"R49F11","Y69-6x1_inference.xml",0.947323254441151,0.383234922856272,0.616765077143728,""
"R52B09","A20-4x102_inference.xml",0.01010791553155,0.863770700452675,0.136229299547325,"TrueQuad"
"R52B09","A20-5x102_inference.xml",0.541130914861843,0.183138927416671,0.816861072583329,""
"R52B09","A20x102_inference.xml",0.972528272004897,0.521042439625785,0.478957560374215,""
"R52B09","Y53-1x1_inference.xml",0.135898985592919,0.620131901107866,0.379868098892134,""
"R52B09","Y53-2x1_inference.xml",0.303817909155606,0.94159906206449,0.0584009379355101,""
"R52B09","Y53-3x1_inference.xml",0.0155849693788196,0.170178431094635,0.829821568905365,"TrueQuad"
"R52B09","Y53-4x1_inference.xml",0.424558539654236,0.898119945898542,0.101880054101458,""
"R52B09","Y53-5x1_inference.xml",0.303063816575608,0.680542865091783,0.319457134908217,""
"R52B09","Y53-6x1_inference.xml",0.585002587550692,0.165213454844351,0.834786545155649,""
"R52E07","X450-1x402_inference.xml",0.51196299954361,0.122803431930644,0.877196568069356,""
"R52E07","X450-2x402_inference.xml",0.655422906037927,0.21071718386462,0.78928281613538,""
"R52E07","Y51-1x1_inference.xml",0.503201975367963,0.319701652837039,0.680298347162961,""
"R52E07","Y51-2x1_inference.xml",0.438720264944154,0.864373744893694,0.135626255106306,""
"R52E07","Y51-4x1_inference.xml",0.750766598681288,0.777743423953126,0.222256576046874,""
"R52E07","Y51-6x1_inference.xml",0.543988222865246,0.192398825257465,0.807601174742535,""
"R52E07","Y52-1x1_inference.xml",0.762492430568075,0.740045189785144,0.259954810214856,""
"R52E07","Y52-2x1_inference.xml",0.378795714871453,0.388327215616398,0.611672784383602,""
"R53C03","X451A-1x402_inference.xml",0.370582218604818,0.0868904222470029,0.913109577752997,""
"R53C03","X451A-4x402_inference.xml",0.299967533932902,0.451751377067854,0.548248622932146,""
"R53C03","X451A-5x402_inference.xml",0.840870609719848,0.694393510067449,0.305606489932551,""
"R53C03","Y63-1x1_inference.xml",0.795315698375697,0.497226834865198,0.502773165134802,""
"R53C03","Y63-2x1_inference.xml",0.163349562502867,0.109121631597808,0.890878368402192,""
"R53C03","Y63-3x1_inference.xml",0.831543215120453,0.274630297490136,0.725369702509864,""
"R53C03","Y63-5x1_inference.xml",0.525606156440205,0.876128232854468,0.123871767145532,""
"R53C03","Y63-7x1_inference.xml",0.495166194987563,0.421170548966352,0.578829451033648,""
"R53C03","Y64-3x1_inference.xml",0.539450808601524,0.227394084217877,0.772605915782123,""
"R53C03","Y64-4x1_inference.xml",0.416650073319756,0.90993627265436,0.0900637273456403,""
"R60D10","X454-3x402_inference.xml",0.954231050102313,0.529523731291057,0.470476268708943,""
"R60D10","X454L-1x402_inference.xml",0.92021229737978,0.338487113190265,0.661512886809735,""
"R60D10","Y46-1x1_inference.xml",0.753310232863189,0.657363246119713,0.342636753880288,""
"R60D10","Y46-2x1_inference.xml",0.956443339625136,0.54064766054418,0.45935233945582,""
"R60D10","Y46-3x1_inference.xml",0.464070050248816,0.310789795727335,0.689210204272665,""
"R60D10","Y46-6x1_inference.xml",0.721499404621547,0.321377018188857,0.678622981811143,""
"R63F09","X456-2x402_inference.xml",0.283046209161917,0.939898066980462,0.0601019330195386,""
"R63F09","X456L-1x402_inference.xml",0.714016222794265,0.742041891985457,0.257958108014543,""
"R63F09","X456L-3x402_inference.xml",0.437215534166949,0.904663966287727,0.095336033712273,""
"R63F09","Y25-1x1_inference.xml",0.669041572716389,0.191512019443121,0.808487980556879,""
"R63F09","Y25-2x1_inference.xml",0.197241763272243,0.0735486053292713,0.926451394670729,""
"R63F09","Y25-3x1_inference.xml",0.160540475715661,0.0371343042872424,0.962865695712758,"IncLin"
"R63F09","Y25-5x1_inference.xml",0.787195795945727,0.729570631162873,0.270429368837127,""
